CARD,SUBBED OUT,SUBBED IN,SQUARE 1: TITLE,SQUARE 1: AUTHOR,SQUARE 1: HARD MODE: A book or series that received ten votes or less.,SQUARE 2: TITLE,SQUARE 2: AUTHOR,SQUARE 2: HARD MODE: Not written by Jeff VanderMeer or China Miéville.,SQUARE 3: TITLE,SQUARE 3: AUTHOR,SQUARE 3: HARD MODE: Three or more authors.,SQUARE 4: TITLE,SQUARE 4: AUTHOR,SQUARE 4: HARD MODE: Not based in Britain or Ireland.,SQUARE 5: TITLE,SQUARE 5: AUTHOR,SQUARE 5: HARD MODE: Characters are not originally from Earth. It is acceptable for the characters to be descendants of Earthlings as long as they are not themselves from Earth.,SQUARE 6: TITLE,SQUARE 6: AUTHOR,SQUARE 6: HARD MODE: Not on r/Fantasy’s Favorite Standalones List.,SQUARE 7: TITLE,SQUARE 7: AUTHOR,SQUARE 7: HARD MODE: A YA book with an anti-hero.,SQUARE 8: TITLE,SQUARE 8: AUTHOR,SQUARE 8: HARD MODE: Must read a current selection of either a book club or readalong and participate in the discussion.,SQUARE 9: TITLE,SQUARE 9: AUTHOR,"SQUARE 9: HARD MODE: Weapon has a unique name. Examples: Excalibur from Arthurian legend, Dragnipur in Malazan, Sting in Lord of the Rings, etc.",SQUARE 10: TITLE,SQUARE 10: AUTHOR,SQUARE 10: HARD MODE: Revolution/Rebellion is the main focus of the plot.,SQUARE 11: TITLE,SQUARE 11: AUTHOR,SQUARE 11: HARD MODE: The title has the character’s first and last name. Example: The First Fifteen Lives of Harry August.,SQUARE 12: TITLE,SQUARE 12: AUTHOR,"SQUARE 12: HARD MODE: Initials are a pseudonym and not from the author’s actual name. Examples: T. Kingfisher or K. J. Parker. ADDENDUM: Please do not go snooping to see if a name fits. If it isn't clear based on an author's webpage or social media, assume that it is their real name.",SQUARE 13: TITLE,SQUARE 13: AUTHOR,SQUARE 13: HARD MODE: It's also a debut novel--as in it's the author's first published novel.,SQUARE 14: TITLE,SQUARE 14: AUTHOR,SQUARE 14: HARD MODE: Book has an LGBTQ+ POV character.,SQUARE 15: TITLE,SQUARE 15: AUTHOR,SQUARE 15: HARD MODE: Author is of African heritage.,SQUARE 16: TITLE,SQUARE 16: AUTHOR,"SQUARE 16: HARD MODE: Non-humanoid protagonist. No elves, angels, dwarves, hobbits, or humanoid aliens.",SQUARE 17: TITLE,SQUARE 17: AUTHOR,"SQUARE 17: HARD MODE: No time travel. Book involves something off about time that’s not necessarily time travel. Example: In The Chronicles of Narnia, time moves at a different speed in Narnia than in the real world.",SQUARE 18: TITLE OF COLLECTION/ANTHOLOGY (go to 18A if you did 5 short stories),SQUARE 18: AUTHOR/EDITOR (go to 18A if you did 5 short stories),SQUARE 18: HARD MODE: Read an entire SFF anthology or collection.,SQUARE 18A: Title of Short Story #1 (Do not fill out if you read all of a collection/anthology),SQUARE 18A: Author of Short Story #1,SQUARE 18B: Title of Short Story #2 (Do not fill out if you read all of a collection/anthology),SQUARE 18B: Author of Short Story #2,SQUARE 18C: Title of Short Story #3 (Do not fill out if you read all of a collection/anthology),SQUARE 18C: Author of Short Story #3,SQUARE 18D: Title of Short Story #4 (Do not fill out if you read all of a collection/anthology),SQUARE 18D: Author of Short Story #4,SQUARE 18E: Title of Short Story #5 (Do not fill out if you read all of a collection/anthology),SQUARE 18E: Author of Short Story #5,SQUARE 19: TITLE,SQUARE 19: AUTHOR,SQUARE 19: HARD MODE: Not The Stormlight Archive or any books in the linked list.,SQUARE 20: TITLE,SQUARE 20: AUTHOR,"SQUARE 20: HARD MODE: Self-published and has fewer than 100 ratings on Goodreads, OR an indie publisher that has done an AMA with r/Fantasy.",SQUARE 21: TITLE,SQUARE 21: AUTHOR,SQUARE 21: HARD MODE: Neither Hugo-nominated nor Nebula-nominate.,SQUARE 22: TITLE,SQUARE 22: AUTHOR,SQUARE 22: HARD MODE: A book written by an Indigenous author.,SQUARE 23: TITLE,SQUARE 23: AUTHOR,"SQUARE 23: HARD MODE: Most prominent shifter is not a wolf/dog shifter. For instance, werewolves can exist but can’t be the most notable shifter characters/main characters.",SQUARE 24: TITLE,SQUARE 24: AUTHOR,SQUARE 24: HARD MODE: Title is three words or more.,SQUARE 25: TITLE,SQUARE 25: AUTHOR,SQUARE 25: HARD MODE: Features at least three generations in a single family.
30.0,,,The Winged Histories,Sofia Samatar,Yes,The Stars Are Legion,Kameron Hurley,Yes,The Golden Key,"Melanie Rawn, Jennifer Roberson, Kate Elliott",Yes,Between Two Fires,Christopher Buehlman,Yes,House of Suns,Alastair Reynolds,Yes,A Half-Built Garden,Ruthanna Emrys,Yes,Not Even Bones,Rebecca Schaeffer,Yes,Saint Death's Daughter,C.S.E. Cooney,Yes,The Ruin of Kings,Jenn Lyons,Yes,The Weaver,Emmi Itäranta,Yes,The Death and Life of Schneider Wrack,Nate Crowley,Yes,Ordinary Monsters,J.M. Miro,Yes,Self Portrait With Nothing,Aimee Powkatka,Yes,Battle of the Linguist Mages,Scotto Moore,Yes,"Moon Witch, Spider King",Marlon James,Yes,Ka: Dar Oakley in the Ruin of Ymr,John Crowley,Yes,I'm Waiting for You: and Other Stories,Kim Bo-young,Yes,Jagannath,Karin Tidbeck,Yes,,,,,,,,,,,The Bone Orchard,Sara A. Mueller,Yes,The Bruising of Qilwa,Naseem Jamnia,Yes,A Face Like Glass,Frances Hardinge,Yes,The Dawnhounds,Sascha Stronach,Yes,Wild Seed,Octavia E. Butler,Yes,To Ride Hell's Chasm,Janny Wurts,Yes,White is for Witching,Helen Oyeyemi,Yes
31.0,,,The Torch that Ignites the Stars,Andrew Rowe,,The Call of the Bone Ships,R.J. Barker,Yes,The Rise and Fall of D.O.D.O.,"Neal Stephenson, Nicole Galland",,Throne of Jade,Naomi Novik,,Rogue Squadron,Michael A. Stackpole,Yes,Animal Farm,George Orwell,,A Practical Guide to Evil,ErraticErrata,,Penny for Your Soul,K.A. Ashcomb,,The Fangs of Freelance,Drew Hayes,Yes,State Tectonics,Malka Ann Older,Yes,Kenobi,John Jackson Miller,,How to Rule an Empire and Get Away With It,K.J. Parker,Yes,Dreadgod,Will Wight,,Proven Guilty,Jim Butcher,,A Master of Djinn,P. Djèlí Clark,,Golem Dungeon,S.P. Andrews,,Mother of Learning,Domagoj Kurmaić,Yes,Stable Strategies and Others,Eileen Gunn,Yes,,,,,,,,,,,The House in the Cerulean Sea,T.J. Klune,Yes,Into the Labyrinth,John Bierce,,The War of the Dwarves,Markus Heitz,Yes,Jade Legacy,Fonda Lee,,"So I'm a Spider, So What? Vol. 4",Kiryu Tsukasa,Yes,Making Money,Terry Pratchett,,Nice Dragons Finish Last,Rachel Aaron,
32.0,,,Foundryside,Robert Jackson Bennett,Yes,Semiosis,Sue Burke,Yes,Born to the Blade,"Michael R. Underwood, Marie Brennan, Cassandra Khaw, Malka Ann Older",Yes,A Master of Djinn,P. Djèlí Clark,Yes,A Desolation Called Peace,Arkady Martine,Yes,Termination Shock,Neal Stephenson,Yes,A Deadly Education,Naomi Novik,Yes,Daughter of the Moon Goddess,Sue Lynn Tan,Yes,The Way of Kings Prime,Brandon Sanderson,Yes,The Three-Body Problem,Cixin Liu,Yes,Jonathan Strange & Mr. Norrell,Susanna Clarke,Yes,Naked in Death,J. D. Robb,Yes,The Stardust Thief,Chelsea Abdullah,Yes,"No Gods, No Monsters",Cadwell Turnbull,Yes,Rosewater,Tade Thompson,Yes,The Amazing Maurice and His Educated Rodents,Terry Pratchett,Yes,The Paradox Hotel,Rob Hart,Yes,The Egg and Other Stories,Andy Weir,Yes,,,,,,,,,,,Magic for Liars,Sarah Gailey,Yes,Swashbucklers,Dan Hanks,Yes,New York 2140,Kim Stanley Robinson,Yes,The Only Good Indians,Stephen Graham Jones,Yes,A Wizard of Earthsea,Ursula K. Le Guin,Yes,Dirk Gently's Holistic Detective Agency,Douglas Adams,Yes,Wild Seed,Octavia E. Butler,Yes
33.0,,,Air Logic,Laurie J. Marks,Yes,The Thousand Eyes,A.K. Larkwood,Yes,Balance of Trade,Sharon Lee and Steve Miller,,A Marvellous Light,Freya Marske,,Renegade Love,Ann Aguirre,,Light from Uncommon Stars,Ryka Aoki,Yes,Six of Crows,Leigh Bardugo,,A Conspiracy of Truths,Alexandra Rowland,,The Bone Maker,Sarah Beth Durst,,Servant Mage,Kate Elliott,Yes,Nikoles,Rachel Neumeier,,The Healers' Home,S.E. Robertson,,Nettle & Bone,T. Kingfisher,,Witchmark,C.L. Polk,Yes,Redemption in Indigo,Karen Lord,Yes,The Grief of Stones,Katherine Addison,,At the Feet of the Sun,Victoria Goddard,,,,,Unknown Number,Blue Neustifter,The Long View,Susan Palwick,Goblin Market,Cristina Rosetti,"Cleaver, Meat and Block",Maria Haskins,Where Oaken Hearts Do Gather,Sarah Pinsker,Knot of Shadows,Lois McMaster Bujold,Yes,In Arcadia,Andrea Host,,The Past is Red,Catherynne M. Valente,,Empire of Sand,Tasha Suri,,Alpha (Ghost Mountain Shifters),Audrey Faye,,Can't Spell Treason Without Tea,Rebecca Thorne,Yes,Radiance,Grace Draven,
34.0,Set in Africa,Fantasy Novel featuring Dragons 2017,Revenant Gun,Yoon Ha Lee,,The Samsara Crucible,Lorne Ryburn,Yes,Crystal Awakening,"Andrew Rowe, Kayleigh Nicol",,Against All Gods,Miles Cameron,Yes,The Human,Neal Asher,Yes,Savage Divinity,ruffwriter,Yes,Pale Lights,ErraticErrata,,Blades Falling Softly,Sarah Lin,,Defiance of the Fall,TheFirstDefier,Yes,A Prince Out of Time,J. McCoy,Yes,The Last Orellen,sieley,,Shadow's Seventh Step,A.F. Kay,Yes,All the Skills,Honour Rae,Yes,The Grief of Stones,Katherine Addison,Yes,Ar'Kendrithyst,Arcs,,Super Minion,Gogglesbear,Yes,Vallista,Steven Brust,Yes,Valuable Humans in Transit,qntm,Yes,,,,,,,,,,,This Used to be About Dungeons,Alexander Wales,Yes,Bleed Fada - The Legendary Pathfinder,YXplorer,Yes,The Path of Ascension,C. Mantis,Yes,Dawn of the Void,Phil Tucker,,The Gladiator Gauntlet,Selkie Myth,Yes,Industrial Strength Magic,Macronomicon,Yes,Beware of Chicken,CasualFarmer,Yes
35.0,,,Nona the Ninth,Tamsyn Muir,,Dreadgod,Will Wight,Yes,Dragons of Spring Dawning,"Margaret Weis, Tracy Hickman",,Farilane,Michael J. Sullivan,Yes,Eyes of the Void,Adrian Tchaikovsky,Yes,The Kaiju Preservation Society,John Scalzi,Yes,Promise of the Witch-King,R.A. Salvatore,,The Cloud Roads,Martha Wells,,The Shadow Rising,Robert Jordan,Yes,Battle of the Linguist Mages,Scotto Moore,Yes,Harry Potter and the Order of the Phoenix,J.K. Rowling,Yes,The Thousand Eyes,A.K. Larkwood,,Age of Ash,Daniel Abraham,,The Golden Enclaves,Naomi Novik,Yes,Children of Virtue and Vengence,Tomi Adeyemi,Yes,Legends & Lattes,Travis Baldree,,The Girl and the Moon,Mark Lawrence,Yes,The Lost Stories,John Flanagan,Yes,,,,,,,,,,,Dawn of Wonder,Jonathan Renshaw,Yes,The Wandering Inn,Pirateaba,,Magic for Liars,Sarah Gailey,Yes,The Wolf of Oren-Yaro,K.S. Villoso,,The Hunger of the Gods,John Gwynne,Yes,Deadhouse Gates,Steven Erikson,,Princep's Fury,Jim Butcher,Yes
36.0,,,Foundryside,Robert Jackson Bennett,Yes,The Mirror Empire,Kameron Hurley,Yes,Into the Forest,Lindy Ryan,Yes,The Witches of New York,Ami McKay,Yes,A Memory Called Empire,Arkady Martine,Yes,Drunk on All Your Strange New Words,Eddie Robson,Yes,The Lie Tree,Frances Hardinge,Yes,Spear,Nicola Griffith,Yes,Queens of the Wyrd,Timandra Whitecastle,Yes,City of Lies,Sam Hawke,Yes,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,Yes,Bitter Angels,C. L. Anderson,Yes,Legends & Lattes,Travis Baldree,Yes,The Book Eaters,Sunyi Dean,Yes,Africa Risen: A New Era of Speculative Fiction,"Sheree Renée Thomas, Oghenechovwe Donald Ekpeki, Zelda Knight",Yes,Children of Time,Adrian Tchaikovsky,Yes,The Memory Theater,Karin Tidbeck,Yes,The Narrow Cage and Other Modern Fairy Tales,Vasily Eroshenko,Yes,,,,,,,,,,,Piranesi,Susanna Clarke,Yes,"Boys, Beasts & Men",Sam J. Miller,Yes,Rise of Gods,Dyrk Ashton,Yes,Terra Nullius,Claire G. Coleman,Yes,Bungou Stray Dogs,Asagiri Kafka,Yes,Dirk Gently's Holistic Detective Agency,Douglas Adams,Yes,The Stone Road,Trent Jamieson,Yes
37.0,Published in 2022,Retelling 2019,The Hanged Man,K.D. Edwards,,The Cloud Roads,Martha Wells,Yes,The Scar,"Marina Dyachenko, Sergey Dyachenko",,The Light Between Worlds,Laura E. Weymouth,,Fugitive,Krista D. Ball,,Ice,Anna Kavan,Yes,The Hollow Girl,Hillary Monahan,Yes,Paladin's Grace,T. Kingfisher,,Aching God,Mike Shel,Yes,The Fever King,Victoria Lee,,Maresi Red Mantle,Maria Turtschaninoff,,The Healer's Road,S.E. Robertson,Yes,White as Snow,Tanith Lee,,Alchemy of Stone,Ekaterina Sedia,,Blood Scion,Deborah Falaye,Yes,The Surface Breaks,Louise O'Neill,,The Sparrow,Mary Doria Russell,,Giving the Devil His Due,Rebecca Brewer,Yes,,,,,,,,,,,Paladin of Souls,Lois McMaster Bujold,,Seven Summer Nights,Harper Fox,,Cloud and Ashes,Greer Gilman,Yes,Girls of Storm and Shadow,Natasha Ngan,,Wolfsong,T.J. Klune,,Archivist Wasp,Nicole Kornher-Stace,,Among Others,Jo Walton,Yes
38.0,Set in Africa,Novel Featuring Politics 2020,The Traitor Baru Cormorant,Seth Dickinson,,The Sparrow,Mary Doria Russell,Yes,Daughter of the Empire,"Raymond E. Feist, Janny Wurts",,The Prestige,Christopher Priest,,Leviathan Wakes,James S.A. Corey,,Eversion,Alastair Reynolds,Yes,The Folding Knife,K.J. Parker,,The Warrior's Apprentice,Lois McMaster Bujold,,The Scar,China Miéville,Yes,The Dragonbone Chair,Tad Williams,,Rocannon's World,Ursula K. Le Guin,,Clockwork Boys,T. Kingfisher,Yes,The Mountain in the Sea,Ray Nayler,Yes,Jade Legacy,Fonda Lee,Yes,Luna: New Moon,Ian McDonald,Yes,Legends & Lattes,Travis Baldree,,Surface Detail,Iain M. Banks,Yes,The Stories of Ibis,Hiroshi Yamamoto,Yes,,,,,,,,,,,Daughter of Redwinter,Ed McDonald,Yes,Kings of Paradise,Richard Nell,,Assassin's Apprentice,Robin Hobb,,The Fifth Season,N.K. Jemisin,,The Garden of Empire,J.T. Greathouse,Yes,Blood Song,Anthony Ryan,,Forge of Darkness,Steven Erikson,
39.0,,,Silver in the Wood,Emily Tesh,Yes,Alice's Adventures in Wonderland Through the Looking-Glass,Lewis Carroll,Yes,The Future Is Female!,Several,Yes,Widjigo,Estelle Faye,Yes,A Desolation Called Peace,Arkady Martine,Yes,Aura,Carlos Fuentes,Yes,Half a King,Joe Abercrombie,Yes,Hollow Kingdom,Kira Jane Buxton,Yes,The Children of Húrin,J.R.R. Tolkien,Yes,The Jasmine Throne,Tasha Suri,Yes,The Picture of Dorian Gray,Oscar Wilde,Yes,Leviathan Wakes,James S.A. Corey,Yes,Fille du pays,Jérémie Bourdages-Duclot,Yes,Meute,Karine Rennberg,Yes,The Fires of Vengeance,Evan Winter,Yes,Children of Time,Adrian Tchaikovsky,Yes,Hyperion,Dan Simmons,Yes,Sword of Destiny,Andrzej Sapkowski,Yes,,,,,,,,,,,L'extinction,Johanne Dallaire,Yes,Pas si loin des tombes,Alexandra Frair,Yes,La Nuit du faune,Romain Lucazeau,Yes,Black Sun,Rebecca Roanhorse,Yes,Wild Seed,Octavia E. Butler,Yes,Avec tes yeux,Cédric Sire,Yes,Black Water Sister,Zen Cho,Yes
40.0,,,Foundryside,Robert Jackson Bennett,Yes,Uprooted,Naomi Novik,Yes,The Vela,"Yoon Ha Lee, Becky Chambers, Rivers Solomon, S.L. Huang",Yes,The Chosen & the Beautiful,Nghi Vo,Yes,Ancillary Sword,Ann Leckie,Yes,Light from Uncommon Stars,Ryka Aoki,Yes,Iron Widow,Xiran Jay Zhao,Yes,Magic for Liars,Sarah Gailey,Yes,The Hero and the Crown,Robin McKinley,Yes,The Unbroken,C.L. Clark,Yes,Nona the Ninth,Tamsyn Muir,Yes,Swordheart,T. Kingfisher,Yes,The Stardust Thief,Chelsea Abdullah,Yes,A Marvellous Light,Freya Marske,Yes,Son of the Storm,Suyi Davies Okungbowa,Yes,Leech,Hiron Ennes,Yes,The Last Watch,J.S. Dewes,Yes,The Book of Dragons,Jonathan Strahan,Yes,,,,,,,,,,,My Real Children,Jo Walton,Yes,A Dark Inheritance,Todd Herzman,Yes,The Hallowed Hunt,Lois McMaster Bujold,Yes,Fevered Star,Rebecca Roanhorse,Yes,The Hand of the Sun King,J.T. Greathouse,Yes,"No Gods, No Monsters",Cadwell Turnbull,Yes,Black Water Sister,Zen Cho,Yes
41.0,,,In the Vanisher's Palace,Aliette de Bodard,Yes,The Lost Steersman,Rosemary Kirstein,Yes,Future Crimes: Mysteries and Detection Through Time and Space,Mike Ashley,Yes,The True Queen,Zen Cho,,Shadow Captain,Alastair Reynolds,,Here Goes Nothing,Steve Toltz,Yes,Iron Widow,Xiran Jay Zhao,Yes,The Cinder Spires: The Aeronaut's Windlass,Jim Butcher,,Sword-Dancer,Jennifer Roberson,Yes,The Hammer,K.J. Parker,Yes,Ten Low,Stark Holborn,Yes,Paladin's Grace,T. Kingfisher,Yes,Legends & Lattes,Travis Baldree,Yes,Amongst Our Weapons,Ben Aaronovitch,,The Rosewater Insurrection,Tade Thompson,Yes,The Last Unicorn,Peter S. Beagle,Yes,A Catalogue of Catastrophe,Jodi Taylor,,Sooner or Later Everything Falls Into the Sea,Sarah Pinsker,Yes,,,,,,,,,,,The Wizard's Butler,Nathan Lowell,Yes,Duckett & Dyer: Dicks for Hire,G.M. Nair,,Redrobe,Jon Courtenay Grimwood,Yes,Storm of Locusts,Rebecca Roanhorse,Yes,Guardians of the West,David Eddings,Yes,Ready Player Two,Ernest Cline,Yes,In Other Lands,Sarah Rees Brennan,Yes
42.0,,,Foundryside,Robert Jackson Bennett,Yes,Abyss Deep,Ian Douglas,Yes,The Legacy of Heorot,"Larry Niven, Jerry Pournelle, Steven Barnes",Yes,Crusade,Taylor Anderson,Yes,Ninefox Gambit,Yoon Ha Lee,Yes,The Picture of Dorian Gray,Oscar Wilde,Yes,Six of Crows,Leigh Bardugo,Yes,Hench,Natalie Zina Walschots,Yes,House of Blades,Will Wight,Yes,Blood Bound,Patricia Briggs,Yes,The Invisible Life of Addie LaRue,V.E. Schwab,Yes,Caliban's War,James S.A. Corey,Yes,Legends & Lattes,Travis Baldree,Yes,The Atlas Six,Olivie Blake,Yes,The Rage of Dragons,Evan Winter,Yes,Children of Time,Adrian Tchaikovsky,Yes,The Book of Night with Moon,Diane Duane,Yes,A Second Chance at Eden,Peter F. Hamilton,Yes,,,,,,,,,,,License to Ensorcell,Katharine Kerr,Yes,The Midnight Bargain,C.L. Polk,Yes,Double Share,Nathan Lowell,Yes,Black Sun,Rebecca Roanhorse,Yes,The Serpent Sea,Martha Wells,Yes,To Ride Pegasus,Anne McCaffrey,Yes,The Golden Enclaves,Naomi Novik,Yes
