,gender,ethnicity,queer,nationality
Nicholas Binge,Unknown,Unknown,,Unknown
M.K. Bingman,Man,White,False,Unknown
Tabitha Bird,Woman,White,False,Unknown
John Birmingham,Unknown,Unknown,,Unknown
Anne Bishop,Woman,White,False,Unknown
K.J. Bishop,Woman,White,False,Unknown
Terry Bisson,Unknown,Unknown,,Unknown
Sin Blaché,Unknown,Unknown,,Unknown
Cal Black,Unknown,Unknown,,Unknown
Gavin Black,Unknown,Unknown,,Unknown
Holly Black,Woman,White,False,Unknown
Juneau Black,Unknown,Unknown,,Unknown
Sonya M. Black,Unknown,Unknown,,Unknown
Xander Black,Unknown,Unknown,,Unknown
Sabrina Blackburry,Unknown,Unknown,,Unknown
Ben Blacker,Man,White,False,Unknown
Moniquill Blackgoose,Unknown,Unknown,,Unknown
Stephen Blackmoore,Man,White,False,Unknown
Keith C. Blackmore,Man,White,False,Unknown
Jennifer Blackstream,Woman,White,False,Unknown
Kat Blackthorne,Unknown,Unknown,,Unknown
Axel Blackwell,Man,White,False,Unknown
Felix Blackwell,Man,White,False,Unknown
Juliet Blackwell,Woman,White,False,Unknown
Algernon Blackwood,Man,White,False,Unknown
Emily Blackwood,Unknown,Unknown,,Unknown
Lauren Blackwood,Woman,Black,False,Unknown
Marion Blackwood,Unknown,Unknown,,Unknown
R.J. Blain,Unknown,Unknown,,Unknown
Casey Blair,Unknown,Unknown,,Unknown
Francis James Blair,Man,White,False,Unknown
Melissa Blair,Unknown,Unknown,,Unknown
Matt Blairstone,Unknown,Unknown,,Unknown
Katherine Blake,Unknown,Unknown,,Unknown
Kendare Blake,Woman,Asian,False,Unknown
Olivie Blake,Woman,Hispanic,False,Unknown
Polenth Blake,Unknown,Unknown,,Unknown
William Blake,Man,White,False,Unknown
A.K. Blakemore,Unknown,Unknown,,Unknown
B.L. Blanchard,Unknown,Unknown,,Unknown
Hassan Blasim,Unknown,Asian,False,Unknown
BlastedKing,Unknown,Unknown,,Unknown
Lee Blauersouth,Unknown,Unknown,,Unknown
A.M. Blaushild,Unknown,Unknown,,Unknown
Alex Bledsoe,Man,White,False,Unknown
James Blish,Man,White,False,Unknown
Lawrence Block,Unknown,Unknown,,Unknown
Penelope Bloom,Unknown,Unknown,,Unknown
Ashley Blooms,Unknown,Unknown,,Unknown
Blue_Sunshine,Unknown,Unknown,,Unknown
Yoav Blum,Man,White,False,Unknown
Macy Blush,Unknown,Unknown,,Unknown
Kim Bo-young,Woman,Asian,False,Unknown
Leah Bobet,Unknown,Unknown,,Unknown
Mike Bockoven,Unknown,Unknown,,Unknown
Aliette de Bodard,Woman,Asian,True,Unknown
Derrick Boden,Unknown,Unknown,,Unknown
Joan Bodger,Unknown,Unknown,,Unknown
Félix Bodin,Unknown,Unknown,,Unknown
Liliana Bodoc,Woman,Hispanic,False,Unknown
Brooke Bolander,Nonbinary,White,True,Unknown
Mira Bolender,Woman,White,False,Unknown
Sara Bond,Unknown,Unknown,,Unknown
Elisa A. Bonnin,Unknown,Unknown,,Unknown
Tamra Bonvillain,Unknown,Unknown,,Unknown
David M. Booher,Unknown,Unknown,,Unknown
Chronicle Books,Unknown,Unknown,,Unknown
Ezekiel Boone,Man,White,False,Unknown
David Boop,Unknown,Unknown,,Unknown
Angela Boord,Woman,White,False,Unknown
Horton Booth,Unknown,Unknown,,Unknown
Naomi Booth,Unknown,Unknown,,Unknown
Jorge Luis Borges,Man,Hispanic,False,Unknown
Lívia Borges,Unknown,Unknown,,Unknown
M.H. Boroson,Unknown,Unknown,,Unknown
Eric M. Bosarge,Unknown,Unknown,,Unknown
Jagadish Chandra Bose,Man,Asian,False,Unknown
Desirina Boskovich,Woman,White,False,Unknown
L.M. Boston,Woman,White,False,Unknown
Amanda Bouchet,Woman,White,False,Unknown
Pierre Boulle,Man,White,False,Unknown
Angeline Boulley,Unknown,Unknown,,Unknown
Carmen Boullosa,Woman,Hispanic,False,Unknown
Xanthe Bouma,Unknown,Unknown,,Unknown
Ioanna Bourazopoulou,Unknown,Unknown,,Unknown
Jérémie Bourdages-Duclot,Unknown,Unknown,,Unknown
Shakirah Bourne,Woman,Black,False,Unknown
Ben Bova,Unknown,Unknown,,Unknown
Tori Bovalino,Woman,White,False,Unknown
Oliver Bowden,Unknown,Unknown,,Unknown
Lila Bowen,Woman,White,False,Unknown
Natasha Bowen,Unknown,Unknown,,Unknown
David Bowles,Unknown,Unknown,,Unknown
Akemi Dawn Bowman,Woman,Asian,True,Unknown
Erin Bowman,Unknown,Unknown,,Unknown
Ya Boy,Man,White,False,Unknown
Jay Boyce,Woman,White,False,Unknown
S.M. Boyce,Woman,White,False,Unknown
Xander Boyce,Man,White,False,Unknown
J.C. Boyd,Unknown,Unknown,,Unknown
Jerry Boyd,Unknown,Unknown,,Unknown
Alina Boyden,Woman,White,True,Unknown
Régis Boyer,Unknown,Unknown,,Unknown
Branden Boyer-White,Unknown,Unknown,,Unknown
Steven R. Boyett,Man,White,False,Unknown
Jennifer Finney Boylan,Woman,White,True,Unknown
Susie Boyt,Unknown,Unknown,,Unknown
Alexandra Bracken,Woman,White,False,Unknown
Leigh Brackett,Unknown,Unknown,,Unknown
Paula Brackston,Woman,White,False,Unknown
Ray Bradbury,Man,White,False,Unknown
K. Tempest Bradford,Unknown,Unknown,,Unknown
Ava Maria Bradley,Unknown,Unknown,,Unknown
Lisa M. Bradley,Unknown,Unknown,,Unknown
Marion Zimmer Bradley,Woman,White,False,Unknown
Alex S. Bradshaw,Man,White,False,Unknown
Rebecca Brae,Unknown,Unknown,,Unknown
Molly J. Bragg,Unknown,Unknown,,Unknown
R.K. Brainerd,Unknown,Unknown,,Unknown
David Brame,Unknown,Unknown,,Unknown
Nadine Brandes,Unknown,Unknown,,Unknown
Andreas Brandhorst,Unknown,Unknown,,Unknown
John Yu Branscum,Unknown,Unknown,,Unknown
Joseph Brassey,Unknown,Unknown,,Unknown
Christian Brassington,Unknown,Unknown,,Unknown
Liz Braswell,Unknown,Unknown,,Unknown
Richard Brautigan,Unknown,Unknown,,Unknown
Libba Bray,Woman,White,False,Unknown
Patricia Bray,Woman,White,False,Unknown
Anatole Le Braz,Man,White,False,Unknown
Niki Brazen,Unknown,Unknown,,Unknown
Bruno Breaches,Unknown,Unknown,,Unknown
J. Bree,Unknown,Unknown,,Unknown
K.F. Breene,Unknown,Unknown,,Unknown
Samara Breger,Unknown,Unknown,,Unknown
Katelyn Brehm,Unknown,Unknown,,Unknown
Chaz Brenchley,Man,White,False,Unknown
M.L. Brennan,Unknown,Unknown,,Unknown
Marie Brennan,Woman,White,False,Unknown
Sarah Rees Brennan,Woman,White,False,Unknown
Mayer Alan Brenner,Unknown,Unknown,,Unknown
Clemens Brentano,Man,White,False,Unknown
Jennifer Bresnick,Unknown,Unknown,,Unknown
Peter V. Brett,Man,White,False,Unknown
Rebecca Brewer,Unknown,Unknown,,Unknown
John Brice,Unknown,Unknown,,Unknown
Lisa Brideau,Unknown,Unknown,,Unknown
Elizabeth Briggs,Unknown,Unknown,,Unknown
Patricia Briggs,Woman,White,False,Unknown
Matthew Bright,Man,White,False,Unknown
David Brin,Man,White,False,Unknown
Laura Brisbois,Woman,White,False,Unknown
Jennifer Marie Brissett,Woman,Black,False,Unknown
Kristen Britain,Woman,White,False,Unknown
Poppy Z. Brite,Woman,White,True,Unknown
C.D. Britt,Woman,White,True,Unknown
Carissa Broadbent,Woman,White,False,Unknown
Maurice Broaddus,Unknown,Unknown,,Unknown
John Broadway,Unknown,Unknown,,Unknown
Martha Brockenbrough,Unknown,Unknown,,Unknown
Kevin Brockmeier,Man,White,False,Unknown
Robert Brockway,Man,White,False,Unknown
Melissa Broder,Unknown,Unknown,,Unknown
Damien Broderick,Man,White,False,Unknown
E. Broderick,Unknown,Unknown,,Unknown
Jordanna Max Brodsky,Woman,White,False,Unknown
Brom,Man,White,False,Unknown
Sever Bronny,Unknown,Unknown,,Unknown
Meljean Brook,Woman,White,False,Unknown
Charlie Brooker,Unknown,Unknown,,Unknown
Elliot Brooks,Woman,White,False,Unknown
Max Brooks,Man,White,False,Unknown
Mike Brooks,Man,White,False,Unknown
Terry Brooks,Man,White,False,Unknown
Lily Brooks-Dalton,Unknown,Unknown,,Unknown
Aislinn Brophy,Unknown,Unknown,,Unknown
Scott Browder,Man,White,False,Unknown
Beth Brower,Woman,White,False,Unknown
Adrienne Maree Brown,Woman,Black,True,Unknown
Alex Brown,Unknown,Unknown,,Unknown
Diane Marie Brown,Unknown,Unknown,,Unknown
E. William Brown,Man,White,False,Unknown
Eli Brown,Unknown,Unknown,,Unknown
Eric Brown,Unknown,Unknown,,Unknown
Erik J. Brown,Unknown,Unknown,,Unknown
Erin Brown,Unknown,Unknown,,Unknown
Fowler Brown,Man,White,False,Unknown
Fredric Brown,Man,White,False,Unknown
Gail Brown,Unknown,Unknown,,Unknown
Matt Brown,Unknown,Unknown,,Unknown
Ness Brown,Unknown,Unknown,,Unknown
Peter Brown,Unknown,Unknown,,Unknown
Pierce Brown,Man,White,False,Unknown
Rachel Manija Brown,Woman,White,True,Unknown
Roseanne A. Brown,Woman,Black,False,Unknown
Stacey Marie Brown,Unknown,Unknown,,Unknown
Jennifer Brozek,Unknown,Unknown,,Unknown
Frederic Brremaud,Unknown,Unknown,,Unknown
Camilla Bruce,Unknown,Unknown,,Unknown
Joseph Bruchac,Unknown,Unknown,,Unknown
Theodore Brun,Unknown,Unknown,,Unknown
B.L Brunnemer,Unknown,Unknown,,Unknown
John Brunner,Man,White,False,Unknown
Rhett C. Bruno,Man,White,False,Unknown
T.A. Bruno,Unknown,Unknown,,Unknown
Barry S. Brunswick,Unknown,Unknown,,Unknown
Serge Brussolo,Man,White,False,Unknown
Steven Brust,Man,White,False,Unknown
J.L. Bryan,Unknown,Unknown,,Unknown
Cara Bryant,Unknown,Unknown,,Unknown
Edward W. Bryant,Unknown,Unknown,,Unknown
Patty Bryant,Unknown,Unknown,,Unknown
D.N. Bryn,Nonbinary,White,True,Unknown
K.T. Bryski,Woman,White,True,Unknown
Andi C. Buchanan,Nonbinary,White,True,Unknown
Cathy Marie Buchanan,Unknown,Unknown,,Unknown
L.A. Buck,Unknown,Unknown,,Unknown
Tobias S. Buckell,Man,Black,False,Unknown
Mark Buckingham,Unknown,Unknown,,Unknown
Michael Buckley,Unknown,Unknown,,Unknown
Christopher Buehlman,Man,White,False,Unknown
Lois McMaster Bujold,Woman,White,False,Unknown
NoViolet Bulawayo,Unknown,Unknown,,Unknown
Jay Bulckaert,Unknown,Unknown,,Unknown
Mikhail Bulgakov,Man,White,False,Unknown
Emma Bull,Unknown,Unknown,,Unknown
Kenneth Bulmer,Unknown,Unknown,,Unknown
Edward Bulwer-Lytton,Unknown,Unknown,,Unknown
Davis Bunn,Man,White,False,Unknown
Kristin Burchell,Unknown,Unknown,,Unknown
Rachel Burge,Unknown,Unknown,,Unknown
Audrey Burges,Unknown,Unknown,,Unknown
Anthony Burgess,Unknown,Unknown,,Unknown
Melvin Burgess,Man,White,False,Unknown
Tony Burgess,Unknown,Unknown,,Unknown
Stephanie Burgis,Woman,White,False,Unknown
Natalka Burian,Unknown,Unknown,,Unknown
Anna Burke,Woman,White,False,Unknown
Chesya Burke,Woman,Black,False,Unknown
Derrick Burke,Unknown,Unknown,,Unknown
H.L. Burke,Unknown,Unknown,,Unknown
Jenn Burke,Unknown,Unknown,,Unknown
Kealan Patrick Burke,Unknown,Unknown,,Unknown
Rex Burke,Unknown,Unknown,,Unknown
Sue Burke,Woman,White,False,Unknown
Richard Ford Burley,Man,White,False,Unknown
Jesse Burlington,Woman,White,True,Unknown
Marcella Burnard,Unknown,Unknown,,Unknown
Frances Hodgson Burnett,Unknown,Unknown,,Unknown
Erik Burnham,Unknown,Unknown,,Unknown
Steve Burns,Unknown,Unknown,,Unknown
Jim Burnstein,Unknown,Unknown,,Unknown
Lindsay Buroker,Woman,White,False,Unknown
Lucien Burr,Unknown,Unknown,,Unknown
Edgar Rice Burroughs,Man,White,False,Unknown
Rick Burroughs,Unknown,Unknown,,Unknown
William S. Burroughs,Unknown,Unknown,,Unknown
Marc Burrows,Man,White,False,Unknown
Jake Burt,Unknown,Unknown,,Unknown
Jessie Burton,Woman,White,False,Unknown
LeVar Burton,Unknown,Unknown,,Unknown
Richard Francis Burton,Unknown,Unknown,,Unknown
Matthew Buscemi,Man,White,False,Unknown
John Buschman,Unknown,Unknown,,Unknown
Kurt Busiek,Unknown,Unknown,,Unknown
Claire Buss,Unknown,Unknown,,Unknown
Ashley Bustamante,Unknown,Unknown,,Unknown
Natacha Bustos,Unknown,Unknown,,Unknown
James J. Butcher,Unknown,Unknown,,Unknown
Jim Butcher,Man,White,False,Unknown
Kristin Butcher,Unknown,Unknown,,Unknown
Anna Butler,Unknown,Unknown,,Unknown
D.J. Butler,Man,White,False,Unknown
Kai Butler,Unknown,Unknown,,Unknown
Leigh Butler,Woman,White,False,Unknown
Octavia E. Butler,Woman,Black,False,Unknown
Robert Olen Butler,Man,White,False,Unknown
S.C. Butler,Man,White,False,Unknown
Richard Butner,Unknown,Unknown,,Unknown
Butterfly,Unknown,Unknown,,Unknown
Kira Jane Buxton,Woman,White,False,Unknown
A.S. Byatt,Unknown,Unknown,,Unknown
Catherine Bybee,Unknown,Unknown,,Unknown
Gu Byeong-mo,Unknown,Unknown,,Unknown
Richard Lee Byers,Unknown,Unknown,,Unknown
Monica Byrne,Woman,White,False,Unknown
Tanya Byrne,Unknown,Unknown,,Unknown
Gabriel Bá,Unknown,Unknown,,Unknown
CED,Unknown,Unknown,,Unknown
CHIROLU,Unknown,Asian,,Unknown
CLAMP,Woman,Asian,False,Unknown
Pedro Cabiya,Unknown,Unknown,,Unknown
Meg Cabot,Unknown,Unknown,,Unknown
Tobias F. Cabral,Unknown,Unknown,,Unknown
Octavia Cade,Unknown,Unknown,,Unknown
Pat Cadigan,Woman,White,False,Unknown
A.K. Caggiano,Unknown,Unknown,,Unknown
Ryan Cagle,Unknown,Unknown,,Unknown
Ryan Cahill,Man,White,False,Unknown
Rachel Caine,Woman,White,False,Unknown
James Calbraith,Man,White,False,Unknown
Andrew Caldecott,Man,White,False,Unknown
Gabe Calderón,Unknown,Unknown,,Unknown
Patrice Caldwell,Woman,Black,False,Unknown
Mike Caliban,Unknown,Unknown,,Unknown
John Call,Man,Asian,True,Unknown
Justin Call,Man,White,False,Unknown
Cindy Callaghan,Unknown,Unknown,,Unknown
C.T. Callahan,Unknown,Unknown,,Unknown
Corwyn Callahan,Unknown,Unknown,,Unknown
Patti Callahan,Woman,White,False,Unknown
R.M. Callahan,Unknown,Unknown,,Unknown
S.O. Callahan,Unknown,Unknown,,Unknown
Jen Calleja,Unknown,Unknown,,Unknown
Kacen Callender,Nonbinary,Black,True,Unknown
Kristen Callihan,Unknown,Unknown,,Unknown
James T. Callum,Man,White,False,Unknown
Mary Calmes,Unknown,Unknown,,Unknown
Jen Calonita,Unknown,Unknown,,Unknown
Effie Calvin,Woman,White,True,Unknown
Italo Calvino,Man,White,False,Unknown
James L. Cambias,Man,White,False,Unknown
S.R. Cambridge,Unknown,Unknown,,Unknown
Miles Cameron,Man,White,False,Unknown
Skyla Dawn Cameron,Woman,White,False,Unknown
Sophie Cameron,Unknown,Unknown,,Unknown
Bryan Camp,Man,White,False,Unknown
Richard Van Camp,Unknown,Unknown,,Unknown
Alan Campbell,Unknown,Unknown,,Unknown
Ellen Campbell,Unknown,Unknown,,Unknown
Jack Campbell,Unknown,Unknown,,Unknown
Jen Campbell,Woman,White,False,Unknown
John W. Campbell,Unknown,Unknown,,Unknown
Kate Campbell,Unknown,Unknown,,Unknown
Lisbeth Campbell,Unknown,Unknown,,Unknown
Rebecca Campbell,Unknown,Unknown,,Unknown
Shelly Campbell,Woman,White,False,Unknown
T.J.P. Campbell,Unknown,Unknown,,Unknown
Alex De Campi,Woman,White,False,Unknown
Megan Campisi,Woman,White,False,Unknown
Kristina M. Canales,Unknown,Unknown,,Unknown
Trudi Canavan,Woman,White,False,Unknown
Göktuğ Canbaba,Unknown,Unknown,,Unknown
Emma Mieko Candon,Unknown,Unknown,,Unknown
Edgar Cantero,Unknown,Unknown,,Unknown
Hugo Canuto,Unknown,Unknown,,Unknown
Case C. Capehart,Unknown,Unknown,,Unknown
A.R. Capetta,Nonbinary,White,True,Unknown
Amy Rose Capetta,Unknown,Unknown,,Unknown
C.M. Caplan,Unknown,Unknown,,Unknown
Melissa Capriglione,Unknown,Unknown,,Unknown
Joe Caramagna,Unknown,Unknown,,Unknown
Orson Scott Card,Man,White,False,Unknown
Frances Carden,Woman,White,False,Unknown
Victoriano Cardenas,Nonbinary,Hispanic,True,Unknown
Matt Cardin,Unknown,Unknown,,Unknown
Ann Dávila Cardinal,Woman,Hispanic,False,Unknown
Marie Cardno,Unknown,Unknown,,Unknown
Leo Carew,Man,White,False,Unknown
Edward Carey,Unknown,Unknown,,Unknown
Frank Carey,Unknown,Unknown,,Unknown
Jacqueline Carey,Woman,White,False,Unknown
Linda Carey,Unknown,Unknown,,Unknown
Louise Carey,Woman,White,False,Unknown
M.R. Carey,Man,White,False,Unknown
Mike Carey,Unknown,Unknown,,Unknown
C. Robert Cargill,Man,White,False,Unknown
Francesco Carita,Unknown,Unknown,,Unknown
Annie Carl,Unknown,Unknown,,Unknown
Lars Carlberg,Unknown,Unknown,,Unknown
Brenden Carlson,Unknown,Unknown,,Unknown
Jeff Carlson,Unknown,Unknown,,Unknown
Demlza Carlton,Unknown,Unknown,,Unknown
Patrick Carman,Unknown,Unknown,,Unknown
Nathan Carmen,Man,White,False,Unknown
Sterling Carmichael,Unknown,Unknown,,Unknown
Isobelle Carmody,Woman,White,False,Unknown
Chris Patrick Carolan,Unknown,Unknown,,Unknown
Blake Carpenter,Unknown,Unknown,,Unknown
Humphrey Carpenter,Man,White,False,Unknown
Kel Carpenter,Unknown,Unknown,,Unknown
Martha Carr,Unknown,Unknown,,Unknown
Simon Carr,Unknown,Unknown,,Unknown
Simonetta Carr,Woman,White,False,Unknown
M.A. Carrick,Nonbinary,White,True,Unknown
G.L. Carriger,Unknown,Unknown,,Unknown
Gail Carriger,Woman,White,False,Unknown
Leonora Carrington,Unknown,Unknown,,Unknown
Antoine Carrion,Unknown,Unknown,,Unknown
Emily Carroll,Woman,White,True,Unknown
Jonathan Carroll,Unknown,Unknown,,Unknown
Lewis Carroll,Man,White,False,Unknown
Siobhan Carroll,Woman,White,False,Unknown
Anne Carson,Unknown,Unknown,,Unknown
Nathan Carson,Man,White,False,Unknown
Rae Carson,Woman,White,False,Unknown
Angela Carter,Woman,White,False,Unknown
D.B. Carter,Unknown,Unknown,,Unknown
Lin Carter,Unknown,Unknown,,Unknown
S.M. Carter,Unknown,Unknown,,Unknown
K.C. Carthew,Unknown,Unknown,,Unknown
Natasha Carthew,Unknown,Unknown,,Unknown
Beth Cartwright,Unknown,Unknown,,Unknown
Melissa Caruso,Woman,White,False,Unknown
Sandra Carvalho,Unknown,Unknown,,Unknown
Jeffrey A. Carver,Unknown,Unknown,,Unknown
Adolfo Bioy Casares,Man,Hispanic,False,Unknown
Costanza Casati,Unknown,Unknown,,Unknown
Joe Casey,Unknown,Unknown,,Unknown
Kristin Cashore,Woman,White,False,Unknown
Kiera Cass,Woman,White,False,Unknown
J.C. Cassels,Unknown,Unknown,,Unknown
Dakota Cassidy,Unknown,Unknown,,Unknown
Debbie Cassidy,Unknown,Unknown,,Unknown
Lisa Cassidy,Woman,White,False,Unknown
Nat Cassidy,Unknown,Unknown,,Unknown
Kristin Cast,Unknown,Unknown,,Unknown
P.C. Cast,Unknown,Unknown,,Unknown
Martin Felipe Castagnet,Man,Hispanic,False,Unknown
Debra Castaneda,Woman,Hispanic,False,Unknown
Sebastien de Castell,Man,White,False,Unknown
Felipe Castilho,Man,Hispanic,False,Unknown
Jaime Castle,Unknown,Unknown,,Unknown
Kate Castle,Unknown,Unknown,,Unknown
Marie Castle,Unknown,Unknown,,Unknown
Adam-Troy Castro,Man,White,False,Unknown
V. Castro,Woman,Hispanic,False,Unknown
CasualFarmer,Man,White,False,Unknown
Bailey Cates,Woman,White,False,Unknown
Donny Cates,Man,White,False,Unknown
Catlin,Unknown,Unknown,,Unknown
Brian Catling,Man,White,False,Unknown
Patrick Skene Catling,Unknown,Unknown,,Unknown
Beth Cato,Unknown,Unknown,,Unknown
Jamel Cato,Man,Black,False,Unknown
McKenzie Catron,Unknown,Unknown,,Unknown
R.L. Caulder,Unknown,Unknown,,Unknown
Stevie Raw Causey,Unknown,Unknown,,Unknown
Margaret Cavendish,Woman,White,False,Unknown
Peter Cawdron,Unknown,Unknown,,Unknown
Isabel Cañas,Unknown,Unknown,,Unknown
Melanie Cellier,Woman,White,False,Unknown
C.L. Cerra,Unknown,Unknown,,Unknown
Danielle Cerrano,Unknown,Unknown,,Unknown
Minerva Cerridwen,Unknown,Unknown,,Unknown
C.S. Cervantes,Unknown,Unknown,,Unknown
J.C. Cervantes,Woman,Hispanic,False,Unknown
Adam Cesare,Man,White,False,Unknown
Cetro,Unknown,Unknown,,Unknown
Michael Chabon,Man,White,False,Unknown
Mark Chadbourne,Unknown,Unknown,,Unknown
Sarwat Chadda,Man,Asian,False,Unknown
Nelly Chadour,Unknown,Unknown,,Unknown
Soman Chainani,Man,Asian,True,Unknown
S.A. Chakraborty,Woman,White,False,Unknown
Jack L. Chalker,Unknown,Unknown,,Unknown
Guillaume Chamanadjian,Unknown,Unknown,,Unknown
Becky Chambers,Woman,White,True,Unknown
Robert W. Chambers,Man,White,False,Unknown
Tomi Champion-Adeyemi,Woman,Black,False,Unknown
Eliza Chan,Unknown,Unknown,,Unknown
Jessamine Chan,Woman,Asian,False,Unknown
L. Chan,Man,Asian,False,Unknown
May Chan,Unknown,Unknown,,Unknown
Karen Chance,Unknown,Unknown,,Unknown
C. Chancy,Unknown,Unknown,,Unknown
Rafael Chandler,Man,White,False,Unknown
Vikram Chandra,Unknown,Unknown,,Unknown
Vajra Chandrasekera,Unknown,Unknown,,Unknown
Lee Arthur Chane,Unknown,Unknown,,Unknown
J.N. Chaney,Unknown,Unknown,,Unknown
Janie Chang,Woman,Asian,False,Unknown
K-Ming Chang,Unknown,Unknown,,Unknown
Rita Chang-Eppig,Unknown,Unknown,,Unknown
Austin Chant,Nonbinary,White,True,Unknown
Scott Chantler,Unknown,Unknown,,Unknown
A.Y. Chao,Unknown,Unknown,,Unknown
Brynn Chapman,Woman,White,False,Unknown
Dawn Chapman,Woman,White,False,Unknown
Elsie Chapman,Unknown,Unknown,,Unknown
Kristi Charish,Unknown,Unknown,,Unknown
Kostas Charitos,Unknown,Unknown,,Unknown
K.J. Charles,Woman,White,True,Unknown
Noha D. Charles,Unknown,Unknown,,Unknown
Blake Charlton,Unknown,Unknown,,Unknown
Darren Charlton,Man,White,False,Unknown
Elsa Charretier,Unknown,Unknown,,Unknown
Robert N. Charrette,Unknown,Unknown,,Unknown
Annabel Chase,Unknown,Unknown,,Unknown
Philip Chase,Unknown,Unknown,,Unknown
Michael Chatfield,Man,White,False,Unknown
Daina Chaviano,Woman,Hispanic,False,Unknown
Stephen Chbosky,Unknown,Unknown,,Unknown
Megan Chee,Unknown,Unknown,,Unknown
Traci Chee,Unknown,Unknown,,Unknown
Cherish Chen,Unknown,Unknown,,Unknown
Curtis C. Chen,Unknown,Unknown,,Unknown
Gina Chen,Unknown,Unknown,,Unknown
M.M. Chen,Unknown,Unknown,,Unknown
Mike Chen,Man,Asian,False,Unknown
Yu Chen,Unknown,Unknown,,Unknown
Linda Cheng,Unknown,Unknown,,Unknown
Yan Huo Cheng Cheng,Man,Asian,False,Unknown
Wu Cheng'en,Man,Asian,False,Unknown
Kate Chenli,Unknown,Unknown,,Unknown
Nelson Chereta,Unknown,Unknown,,Unknown
C.J. Cherryh,Woman,White,False,Unknown
K. Chess,Woman,White,True,Unknown
G.K. Chesterton,Man,White,False,Unknown
Rupert Chesterton,Man,White,False,Unknown
R. Chetwynd-Hayes,Unknown,Unknown,,Unknown
Chloe Chevalier,Woman,White,False,Unknown
Giao Chi,Unknown,Unknown,,Unknown
Cliff Chiang,Unknown,Unknown,,Unknown
Ted Chiang,Man,Asian,False,Unknown
Lyssa Chiavari,Unknown,Unknown,,Unknown
Bryan Chick,Unknown,Unknown,,Unknown
Paolo Chikiamco,Unknown,Unknown,,Unknown
Lincoln Child,Unknown,Unknown,,Unknown
Cinda Williams Chima,Woman,White,False,Unknown
Billy Chizmar,Unknown,Unknown,,Unknown
Richard Chizmar,Unknown,Unknown,,Unknown
Luke Chmilenko,Man,White,False,Unknown
Joyce Chng,Unknown,Unknown,,Unknown
Kat Cho,Woman,Asian,False,Unknown
Zen Cho,Woman,Asian,False,Unknown
R. Chokshi,Unknown,Unknown,,Unknown
Roshani Chokshi,Woman,Asian,False,Unknown
Jinwoo Chong,Unknown,Unknown,,Unknown
Kevin Chong,Unknown,Unknown,,Unknown
Choo,Unknown,Unknown,,Unknown
Yangsze Choo,Woman,Asian,False,Unknown
Sarah Chorn,Woman,White,True,Unknown
Anu Chouhan,Unknown,Unknown,,Unknown
Hayley Reese Chow,Woman,Asian,False,Unknown
Lisabel Chretien,Unknown,Unknown,,Unknown
Arthur Bowie Chrisman,Man,White,False,Unknown
Owen Christensen,Unknown,Unknown,,Unknown
Autumn Christian,Unknown,Unknown,,Unknown
Agatha Christie,Unknown,Unknown,,Unknown
Kate Christie,Unknown,Unknown,,Unknown
Michael Christie,Unknown,Unknown,,Unknown
Johnnie Christmas,Unknown,Unknown,,Unknown
Alexandra Christo,Woman,White,False,Unknown
Adam Christopher,Unknown,Unknown,,Unknown
Andi R. Christopher,Unknown,Unknown,,Unknown
Neil Christopher,Unknown,Unknown,,Unknown
Vasso Christou,Unknown,Unknown,,Unknown
Kay Chronister,Unknown,Unknown,,Unknown
ChrossxXxRodes,Unknown,Unknown,,Unknown
S.D. Chrostowska,Unknown,Unknown,,Unknown
John Chu,Man,Asian,True,Unknown
Wesley Chu,Man,Asian,False,Unknown
Chris Chuckry,Unknown,Unknown,,Unknown
Chugong,Man,Asian,False,Unknown
Bora Chung,Woman,Asian,False,Unknown
Gina Chung,Unknown,Unknown,,Unknown
